人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
001879,"大隈 重信",057984,"〔憲政本党〕総理退任の辞",新字新仮名,"","フクポー","門田裕志",公開,2019-01-20,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058103,"現代学生立身方法",新字新仮名,"","フクポー","門田裕志",公開,2017-12-12,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058104,"現代の婦人に告ぐ",新字新仮名,"","フクポー","門田裕志",公開,2020-09-13,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058105,"国民教育の複本位",新字新仮名,"","フクポー","門田裕志",公開,2019-08-19,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058116,"吾人の文明運動",新字新仮名,"","フクポー","門田裕志",公開,2018-06-26,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058117,"始業式訓示",新字新仮名,"","フクポー","門田裕志",公開,2018-04-04,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058118,"始業式に臨みて",新字新仮名,"","フクポー","門田裕志",公開,2018-04-04,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058119,"女子教育の目的",新字新仮名,"","フクポー","門田裕志",公開,2020-02-16,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058120,"政治趣味の涵養",新字新仮名,"","フクポー","門田裕志",公開,2018-05-26,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058106,"青年の元気で奮闘する我輩の一日",新字新仮名,"","フクポー","門田裕志",公開,2018-03-11,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058081,"青年の新活動方面",新字新仮名,"","フクポー","門田裕志",公開,2018-07-14,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058107,"青年の天下",新字新仮名,"","フクポー","門田裕志",公開,2018-07-14,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",057986,"勢力の中心を議会に移すべし",新字新仮名,"","フクポー","門田裕志",公開,2019-02-16,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058121,"世界平和の趨勢",新字新仮名,"","フクポー","門田裕志",公開,2018-12-16,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058108,"選挙人に与う",新字新仮名,"","フクポー","門田裕志",公開,2019-02-16,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058109,"大戦乱後の国際平和",新字新仮名,"","フクポー","門田裕志",公開,2019-08-19,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",057987,"東亜の平和を論ず",新字新仮名,"","フクポー","門田裕志",公開,2019-04-25,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058122,"東西両文明の調和を論じて帝国の将来に及ぶ",新字新仮名,"","フクポー","門田裕志",公開,2020-05-25,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058110,"東洋学人を懐う",新字新仮名,"","フクポー","門田裕志",公開,2018-09-06,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058082,"新島先生を憶う 二十回忌に際して",新字新仮名,"","フクポー","門田裕志",公開,2018-01-23,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058123,"日支親善策如何 ――我輩の日支親善論",新字新仮名,"","フクポー","門田裕志",公開,2020-05-25,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058111,"日本の文明",新字新仮名,"","フクポー","門田裕志",公開,2019-01-10,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058124,"夫婦共稼ぎと女子の学問",新字新仮名,"","フクポー","門田裕志",公開,2020-09-25,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058083,"福沢先生の処世主義と我輩の処世主義",新字新仮名,"","フクポー","門田裕志",公開,2018-02-03,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058084,"婦人に対する実業思想の急務",新字新仮名,"","フクポー","門田裕志",公開,2020-06-29,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058112,"婦人問題解決の急務",新字新仮名,"","フクポー","門田裕志",公開,2020-08-28,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058113,"文明史上の一新紀元",新字新仮名,"","フクポー","門田裕志",公開,2017-12-12,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058114,"文明史の教訓",新字新仮名,"","フクポー","門田裕志",公開,2018-06-26,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",057988,"平和事業の将来",新字新仮名,"","フクポー","門田裕志",公開,2018-12-16,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058125,"三たび東方の平和を論ず",新字新仮名,"","フクポー","門田裕志",公開,2019-04-25,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",057989,"明治文明史上に於ける福沢翁",新字新仮名,"","フクポー","門田裕志",公開,2018-02-03,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058085,"余が平和主義の立脚点",新字新仮名,"","フクポー","門田裕志",公開,2018-01-10,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058115,"列強環視の中心に在る日本",新字新仮名,"","フクポー","門田裕志",公開,2020-06-29,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058086,"我輩の智識吸収法",新字新仮名,"","フクポー","門田裕志",公開,2018-03-11,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",058087,"我輩は何故いつまでもすべてに於て衰えぬか",新字新仮名,"","フクポー","門田裕志",公開,2018-02-16,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001879,"大隈 重信",057990,"早稲田大学の教旨",新字新仮名,"","フクポー","門田裕志",公開,2018-10-21,"大隈重信演説談話集","岩波文庫、岩波書店","2016（平成28）年3月16日第1刷","2016（平成28）年3月16日第1刷"
001669,"大倉 燁子",054460,"青い風呂敷包",新字新仮名,"","kompass","門田裕志",公開,2012-12-10,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054461,"あの顔",新字新仮名,"","kompass","門田裕志",公開,2012-12-10,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054465,"アンケート",新字新仮名,"","kompass","門田裕志",公開,2012-12-14,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054485,"消えた霊媒女",新字新仮名,"","kompass","門田裕志",公開,2012-12-28,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054484,"機密の魅惑",新字新仮名,"","kompass","門田裕志",公開,2012-12-28,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054483,"恐怖の幻兵団員",新字新仮名,"","kompass","門田裕志",公開,2013-02-06,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054482,"黒猫十三",新字新仮名,"","kompass","門田裕志",公開,2012-12-28,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054481,"今年の抱負",新字新仮名,"","kompass","門田裕志",公開,2012-12-14,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054480,"最初の印象",新字新仮名,"","kompass","門田裕志",公開,2013-02-06,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054479,"鷺娘",新字新仮名,"","kompass","門田裕志",公開,2013-02-06,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054476,"蛇性の執念",新字新仮名,"","kompass","門田裕志",公開,2012-12-19,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054475,"情鬼",新字新仮名,"","kompass","門田裕志",公開,2012-12-28,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054478,"深夜の客",新字新仮名,"","kompass","門田裕志",公開,2013-02-06,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054477,"心霊の抱く金塊",新字新仮名,"","kompass","門田裕志",公開,2013-02-06,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054471,"素晴しい記念品",新字新仮名,"","kompass","門田裕志",公開,2013-02-11,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054474,"魂の喘ぎ",新字新仮名,"","kompass","門田裕志",公開,2013-02-11,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054466,"鉄の処女",新字新仮名,"","kompass","門田裕志",公開,2013-02-11,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054473,"鳩つかひ",新字新仮名,"","kompass","門田裕志",公開,2012-12-14,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054472,"美人鷹匠",新字新仮名,"","kompass","門田裕志",公開,2012-12-19,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054470,"梟の眼",新字新仮名,"","kompass","門田裕志",公開,2012-12-19,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054464,"魔性の女",新字新仮名,"","kompass","門田裕志",公開,2013-02-11,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054469,"耳香水",新字新仮名,"","kompass","門田裕志",公開,2013-02-11,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054468,"むかでの跫音",新字新仮名,"","kompass","門田裕志",公開,2013-02-06,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054463,"妖影",新字新仮名,"","kompass","小林繁雄",公開,2012-07-09,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054462,"蘭郁二郎氏の処女作 ――「夢鬼」を読みて――",新字新仮名,"","kompass","門田裕志",公開,2013-02-06,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
001669,"大倉 燁子",054467,"和製椿姫",新字新仮名,"","kompass","門田裕志",公開,2013-02-11,"大倉燁子探偵小説選","論創社","2011（平成23）年4月30日初版第1刷","2011（平成23）年4月30日初版第1刷"
000236,"大阪 圭吉",001268,"あやつり裁判",新字新仮名,"","大野晋","川山隆",公開,2009-03-19,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",043800,"石塀幽霊",新字新仮名,"","土屋隆","大阪のたねまろ",公開,2007-08-31,"とむらい機関車","創元推理文庫、東京創元社","2001（平成13）年10月26日初版","2001（平成13）年10月26日初版"
000236,"大阪 圭吉",001270,"動かぬ鯨群",新字新仮名,"","大野晋","noriko saito",公開,2008-11-23,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",002606,"カンカン虫殺人事件",新字新仮名,"","大野晋","小林繁雄",公開,2001-12-21,"新青年　復刻版　昭和7年12月（13巻14号）","本の友社","",""
000236,"大阪 圭吉",001271,"寒の夜晴れ",新字新仮名,"","大野晋","小林繁雄",公開,2006-11-06,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",001263,"気狂い機関車",新字新仮名,"","大野晋","川山隆",公開,2008-12-13,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",001269,"銀座幽霊",新字新仮名,"","大野晋","川山隆",公開,2007-11-09,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",046609,"坑鬼",新字新仮名,"","A子","川山隆",公開,2007-11-12,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",004300,"香水紳士",新字新仮名,"","金光寛峯","群竹",公開,2002-01-22,"少女の友","實業之日本社","1940（昭和15）年5月号","1940（昭和15）年5月号"
000236,"大阪 圭吉",001266,"三狂人",新字新仮名,"","大野晋","川山隆",公開,2009-03-19,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",001272,"三の字旅行会",新字新仮名,"","大野晋","小林繁雄",公開,2006-11-06,"日本探偵小説全集12　名作集2","創元推理文庫、東京創元社","1999（平成11）年11月19日3版","1989（平成元）年2月3日初版"
000236,"大阪 圭吉",001262,"死の快走船",新字新仮名,"","大野晋","川山隆",公開,2009-03-19,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",001265,"闖入者",新字新仮名,"","大野晋","川山隆",公開,2009-03-12,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",001261,"デパートの絞刑吏",新字新仮名,"","大野晋","はやしだかずこ",公開,2000-12-14,"本格推理展覧会　第三巻　凶器の蒐集家","青樹社文庫、青樹社","",""
000236,"大阪 圭吉",001259,"灯台鬼",新字新仮名,"","大野晋","はやしだかずこ",公開,2000-12-14,"新青年傑作選　爬虫館事件","角川ホラー文庫、角川書店","",""
000236,"大阪 圭吉",001264,"とむらい機関車",新字新仮名,"","大野晋","川山隆",公開,2008-12-13,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",001267,"白妖",新字新仮名,"","大野晋","川山隆",公開,2009-03-12,"とむらい機関車","国書刊行会","1992（平成4）年5月25日初版第1刷","1992（平成4）年5月25日初版第1刷"
000236,"大阪 圭吉",043419,"花束の虫",新字新仮名,"","網迫、土屋隆","大野晋",公開,2004-11-06,"幻の探偵雑誌1　「ぷろふいる」傑作選","光文社文庫、光文社","2000（平成12）年3月20日初版1刷","2000（平成12）年3月20日初版1刷"
000236,"大阪 圭吉",001260,"幽霊妻",新字新仮名,"","大野晋","はやしだかずこ",公開,2000-12-14,"怪奇探偵小説集1","ハルキ文庫、角川春樹事務所","1998（平成10）年5月18日第1刷",""
001476,"大鹿 卓",050924,"金山&#25591;話",新字新仮名,"","林幸雄","岩澤秀紀",公開,2012-04-20,"北海道文学全集　第12巻","立風書房","1980(昭和55）年12月10日初版第1刷","1980(昭和55）年12月10日初版第1刷"
001476,"大鹿 卓",051155,"渡良瀬川",新字新仮名,"","林幸雄","富田晶子",公開,2016-08-25,"渡良瀬川","新泉社","1972（昭和47）年7月1日第1刷","1972（昭和47）年7月1日第1刷"
001872,"大下 宇陀児",061288,"偽悪病患者",新字新仮名,"","羽田洋一","mt.battie",公開,2022-11-15,"探偵クラブ　烙印","国書刊行会","1994（平成6）年3月25日初版第1刷","1994（平成6）年3月25日初版第1刷"
001872,"大下 宇陀児",057890,"擬似新年",新字新仮名,"","sogo","日野ととり",公開,2017-01-01,"宝石　一月号","岩谷書店","1954（昭和29）年1月1日","1954（昭和29）年1月1日"
001872,"大下 宇陀児",057901,"金魚は死んでいた",新字新仮名,"","sogo","大野裕",公開,2017-08-11,"宝石九月号","岩谷書店","1954（昭和29）年9月1日","1954（昭和29）年9月1日"
001872,"大下 宇陀児",057501,"乱歩分析",新字新仮名,"","sogo","noriko saito",公開,2017-11-15,"江戸川乱歩　日本探偵小説事典","河出書房新社","1996（平成8）年10月25日初版","1996（平成8）年10月25日初版"
001374,"大下 藤次郎",049581,"白峰の麓",新字新仮名,"","川山隆","門田裕志",公開,2010-03-12,"山の旅　明治・大正篇","岩波文庫、岩波書店","2004（平成16）年2月14日第3刷","2004（平成16）年2月14日第3刷"
000863,"大島 亮吉",049595,"涸沢の岩小屋のある夜のこと",新字新仮名,"","川山隆","門田裕志",公開,2009-07-27,"山の旅　大正・昭和篇","岩波文庫、岩波書店","2007（平成19）年8月6日第5刷","2007（平成19）年8月6日第5刷"
000169,"大杉 栄",052157,"新しい女",新字新仮名,"","笹平健一","植松健伍",公開,2020-09-16,"大杉栄全集　第14巻","日本図書センター","1995（平成7）年1月25日復刻発行","1995年1月"
000169,"大杉 栄",046310,"新しき世界の為めの新しき芸術",新字新仮名,"","田中敬三","土屋隆",公開,2009-04-11,"日本プロレタリア文学評論集・1　前期プロレタリア文学評論集","新日本出版社","1990（平成2）年10月30日初版","1990（平成2）年10月30日初版　"
000169,"大杉 栄",052160,"お別れ",新字新仮名,"","笹平健一","持田和踏",公開,2022-09-16,"大杉栄全集　第14巻","日本図書センター","1995（平成7）年1月25日復刻発行","1995（平成7）年1月25日復刻発行"
000169,"大杉 栄",004920,"科学の不思議",新字旧仮名,"大杉 栄、伊藤 野枝","小林繁雄、門田裕志","トレンドイースト",公開,2010-08-25,"定本　伊藤野枝全集　第四巻　翻訳","學藝書林","2000（平成12）年12月15日初版","2000（平成12）年12月15日初版"
000169,"大杉 栄",050263,"革命の研究",旧字旧仮名,"大杉 栄","クロポトキン・プロジェクト","浜坂邦彦",公開,2014-08-07,"革命の研究","コスモス書店","1946（昭和21）年4月20日","　"
000169,"大杉 栄",050507,"革命の研究",新字新仮名,"大杉 栄","クロポトキン・プロジェクト","岩澤秀紀",公開,2013-03-26,"大杉栄・伊藤野枝選集第一巻　クロポトキン研究","黒色戦線社","1986（昭和61）年6月1日","1986（昭和61）年6月1日"
000169,"大杉 栄",050508,"共産食堂",新字新仮名,"大杉 栄","クロポトキン・プロジェクト","浜坂邦彦",公開,2014-08-04,"大杉栄・伊藤野枝選集第1巻　クロポトキン研究","黒色戦線社","1986（昭和61）年6月1日","1986（昭和61）年6月1日"
000169,"大杉 栄",001007,"鎖工場",新字新仮名,"","山根鋭二","浜野智",公開,1998-08-20,"全集・現代文学の発見　第一巻　最初の衝撃","學藝書林","",""
000169,"大杉 栄",002583,"獄中記",新字新仮名,"","kompass","小林繁雄",公開,2001-11-08,"大杉栄全集　第13巻","現代思潮社","1965（昭和40）年1月31日","1965（昭和40）年1月31日"
000169,"大杉 栄",004962,"獄中消息",新字新仮名,"","小鍛冶茂子","林幸雄",公開,2004-04-20,"大杉栄選　日本脱出記・獄中記","現代思潮社","1970（昭和45）年7月10日初版","1970（昭和45）年7月10日初版"
000169,"大杉 栄",001273,"自叙伝",新字新仮名,"","kompass","小林繁雄",公開,2002-01-18,"大杉栄全集　第十二巻","現代思潮社","",""
000169,"大杉 栄",056692,"新秩序の創造 評論の評論",新字新仮名,"","浜坂邦彦","雪森",公開,2015-03-19,"大杉栄評論集","岩波文庫、岩波書店","1996（平成8）年8月20日第1刷","1996（平成8）年8月20日第1刷"
000169,"大杉 栄",050510,"青年に訴う",新字新仮名,"大杉 栄","クロポトキン・プロジェクト","浜坂邦彦",公開,2014-08-01,"大杉栄・伊藤野枝選集第1巻　クロポトキン研究","黒色戦線社","1986（昭和61）年6月1日","　"
000169,"大杉 栄",002312,"生の拡充",新字新仮名,"","山根鋭二","浜野智",公開,1998-08-17,"全集・現代文学の発見・第一巻　最初の衝撃","学芸書林","",""
000169,"大杉 栄",002311,"征服の事実",新字新仮名,"","山根鋭二","浜野智",公開,1998-08-17,"全集・現代文学の発見・第一巻　最初の衝撃","學藝書林","1968（昭和43）年9月10日第1刷","1968（昭和43）年9月10日第1刷"
000169,"大杉 栄",002584,"続獄中記",新字新仮名,"","kompass","小林繁雄",公開,2001-11-08,"大杉栄全集　第13巻","現代思潮社","1965（昭和40）年1月31日","1965（昭和40）年1月31日"
000169,"大杉 栄",004108,"男女関係について 女房に与えて彼女に対する一情婦の心情を語る文",新字新仮名,"","渡邉つよし","門田裕志",公開,2002-11-23,"日本の名随筆47　惑","作品社","1991（平成3）年4月25日第8刷",""
000169,"大杉 栄",001006,"奴隷根性論",新字新仮名,"","山根鋭二","浜野智",公開,1998-08-17,"全集・現代文学の発見・第一巻　最初の衝撃","学芸書林","",""
000169,"大杉 栄",052168,"何が新しいんだい",新字新仮名,"","笹平健一","持田和踏",公開,2022-01-17,"大杉栄全集　第14巻","日本図書センター","1995（平成7）年1月25日復刻発行","1995（平成7）年1月25日復刻発行"
000169,"大杉 栄",002582,"日本脱出記",新字新仮名,"","山根鋭二、kompass","小林繁雄、浜野智",公開,2001-11-27,"大杉栄全集　第十三巻","現代思潮社","1965（昭和40）年1月31日","1965（昭和40）年1月31日"
000169,"大杉 栄",056696,"僕は精神が好きだ",新字新仮名,"","浜坂邦彦","雪森",公開,2015-03-19,"大杉栄評論集","岩波文庫、岩波書店","1996（平成8）年8月20日第1刷","1996（平成8）年8月20日第1刷"
000169,"大杉 栄",000911,"遺言",新字旧仮名,"","ゆきこ","菅野朋子",公開,2000-06-03,"日本の名随筆　別巻17　遺言","作品社","",""
000169,"大杉 栄",052171,"四つの道徳",新字新仮名,"","笹平健一","持田和踏",公開,2022-01-17,"大杉栄全集　第14巻","日本図書センター","1995（平成7）年1月25日復刻","1995（平成7）年1月25日復刻"
001955,"太田 健一",058807,"人生は擬似体験ゲーム",新字新仮名,"","ぐうぜんススム","星野薫",公開,2018-01-02,"脳細胞日記","福武書店","1989（平成元）年6月15日第1刷","1989（平成元）年6月10日第1刷"
001955,"太田 健一",058806,"脳細胞日記",新字新仮名,"","ぐうぜんススム","星野薫",公開,2018-06-17,"脳細胞日記","福武書店","1989（平成元）年6月15日第1版","1989（平成元）年6月15日第1版"
001757,"大田 洋子",061155,"いまだ癒えぬ傷あと ――放射線火傷で右手をうしなつた木挽きの妻と河原にうつ伏せて死んでいた幼女に――",旧字新仮名,"","かな　とよみ","竹井真",公開,2022-12-10,"屍の街","冬芽書房","1950（昭和25）年5月30日","1950（昭和25）年5月30日"
001757,"大田 洋子",061154,"「屍の街」序",旧字新仮名,"","かな　とよみ","竹井真",公開,2022-11-20,"屍の街","冬芽書房","1950（昭和25）年5月30日","1950（昭和25）年5月30日"
002038,"大谷 正信",059431,"蠅のはなし",新字新仮名,"大谷 正信","館野浩美","大久保ゆう",公開,2019-11-17,"小泉八雲全集第八卷　家庭版","第一書房","1937（昭和12）年1月15日","1937（昭和12）年1月15日"
000456,"大塚 楠緒子",060726,"お百度詣",旧字旧仮名,"","かな　とよみ","染川隆俊",公開,2021-08-09,"日本現代文學全集　10　樋口一葉集　附　明治女流文學","講談社","1966（昭和41）年10月1日第2刷","1966（昭和41）年10月1日第2刷"
000457,"大槻 文彦",043528,"ことばのうみのおくがき",旧字旧仮名,"","kamille","多羅尾伴内",公開,2004-12-31,"言海","大槻文彦","第四册（つ以下）1891（明治24）年4月22日","第四册（つ以下）1891（明治24）年4月22日"
001824,"大坪 砂男",057067,"浴槽",新字新仮名,"","sogo","大久保ゆう",公開,2016-01-01,"悪夢の最終列車　鉄道ミステリー傑作選","光文社文庫、光文社","1997（平成9）年12月20日初版1刷","1997（平成9）年12月20日初版1刷"
000190,"大手 拓次",001029,"藍色の蟇",新字旧仮名,"","湯地光弘","丹羽倫子",公開,1999-10-30,"世界の詩28　大手拓次詩集","彌生書房","1981（昭和56）年6月5日第7版",""
000190,"大手 拓次",046403,"「香水の表情」に就いて ――漫談的無駄話――",新字旧仮名,"","土屋隆","noriko saito",公開,2006-11-04,"日本の名随筆48　香","作品社","1986（昭和61）年10月25日第1刷","1986（昭和61）年10月25日第1刷"
000190,"大手 拓次",000967,"蛇の花嫁",新字旧仮名,"","湯地光弘","瀬戸さえ子",公開,1999-09-30,"世界の詩28　大手拓次詩集","彌生書房","1981（昭和56）年6月5日第7版","1981（昭和56）年6月5日第7版"
