人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
001518,"太 安万侶",051731,"古事記 02 校註　古事記",その他,"武田 祐吉","川山隆","しだひろし",公開,2013-07-15,"古事記","角川文庫、角川書店","1965（昭和40）年9月20日20版","1975（昭和50）年9月30日42版"
001518,"太 安万侶",051732,"古事記 03 現代語訳　古事記",旧字新仮名,"武田 祐吉","川山隆","しだひろし",公開,2011-10-11,"古事記","角川文庫、角川書店","1965（昭和40）年9月20日20版","1975（昭和50）年9月30日42版"
001316,"大庭 武年",047767,"旅客機事件",新字新仮名,"","川山隆","伊藤時也",公開,2008-12-11,"「探偵」傑作選　幻の探偵雑誌9","光文社文庫、光文社","2002（平成14）年1月20日初版1刷","2002（平成14）年1月20日初版1刷"
000097,"オー・ヘンリー ",000536,"賢者の贈り物",新字新仮名,"結城 浩","結城浩","",公開,1999-12-09,"","","",""
000097,"オー・ヘンリー ",000532,"最後の一枚の葉",新字新仮名,"結城 浩","結城浩","",公開,2000-01-11,"","","",""
000097,"オー・ヘンリー ",059477,"水車のある教会",旧字旧仮名,"三宅 幾三郎","sogo","岡村和彦",公開,2020-06-05,"世界文學全集（36）近代短篇小説集","新潮社","1929（昭和4）年7月25日","1929（昭和4）年7月25日"
000097,"オー・ヘンリー ",046342,"罪と覚悟",新字新仮名,"大久保 ゆう","大久保ゆう","",公開,2006-05-18,"","","",""
000097,"オー・ヘンリー ",004828,"魔女のパン",新字新仮名,"山本 ゆうじ","","",公開,2002-10-16,"","","",""
001865,"大堀 竜太郎",057443,"ダゴン",新字新仮名,"大堀 竜太郎","大堀竜太郎","",公開,2016-04-15,"","","",""
000237,"大町 桂月",050024,"赤城山",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2018-03-06,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",045622,"秋の筑波山",新字新仮名,"","浦山敦子","小林繁雄、門田裕志",公開,2006-02-10,"心にふるさとがある1　想い遥かな山々","作品社","1998（平成10）年4月25日第1刷","1998（平成10）年4月25日第1刷"
000237,"大町 桂月",050025,"足柄の山水",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2020-06-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",056415,"飛鳥山遠足",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2019-06-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048419,"吾嬬の森",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-02,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",050026,"阿武隈川水源の仙境",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2019-01-24,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",050027,"石田堤",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2019-11-09,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048352,"一万尺の山嶽",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-02,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",050028,"碓氷峠",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2018-05-29,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048501,"梅の吉野村",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-12-17,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",050029,"沖の小島",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2019-11-09,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048420,"親子遠足の感",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-02,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048423,"親馬鹿の旅",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-06,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",050030,"鹿島詣",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2021-01-24,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048315,"粕壁夜行記",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-06,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",001275,"月譜",新字旧仮名,"","葵","今井忠夫",公開,2000-11-15,"日本の名随筆58　月","作品社","1989（平成元）年1月25日第2刷","1987（昭和62）年8月25日第1刷"
000237,"大町 桂月",048430,"鹿野山",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-12-17,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",056529,"鎌倉大仏論",新字旧仮名,"","浦山敦子","noriko saito",公開,2022-06-10,"日本随筆紀行第九巻　鎌倉　くれないの武者の祈り","作品社","1986(昭和63)年8月10日第1刷","1986(昭和63)年8月10日第1刷"
000237,"大町 桂月",048271,"川魚料理",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048316,"川越夜行記",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-06,"桂月全集　第二巻　紀行一","興文社内桂月全集刊行会","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048674,"牛経",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2009-02-02,"桂月全集　第一卷　美文韻文","興文社内桂月全集刊行會","1922（大正11）年5月28日","1922（大正11）年5月28日"
000237,"大町 桂月",050031,"金華山",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2018-05-29,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048429,"久地の梅林",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048428,"小石川台",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048272,"国府台",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-14,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048418,"小金井の桜",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-14,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",050032,"越ヶ谷の半日",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2020-06-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048273,"小利根川の桜",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-18,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048427,"小日向台",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-14,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",050033,"近藤重蔵の富士山",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2018-06-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",061045,"酒に死せる押川春浪",旧字旧仮名,"","sogo","noriko saito",公開,2022-11-16,"明治文學全集　95　明治少年文學集","筑摩書房","1977（昭和52）年3月1日初版第2刷","1977（昭和52）年3月1日初版第2刷"
000237,"大町 桂月",056420,"狭山紀行",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2019-09-11,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048353,"三里塚の桜",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-18,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",050034,"塩原新七不思議",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2019-06-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",050038,"上州沼田より日光へ",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2019-09-11,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048502,"常磐の山水",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2009-02-02,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",050036,"白河の関",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2018-06-10,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",050037,"白河の七日",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2019-03-06,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048354,"新武蔵野の桜",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-18,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048355,"菅の堤の桜",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-22,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",048426,"杉田の一夜",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-12-17,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048356,"千川の桜",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-22,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
000237,"大町 桂月",049598,"層雲峡より大雪山へ",新字新仮名,"","川山隆","門田裕志",公開,2009-07-29,"山の旅　大正・昭和篇","岩波文庫、岩波書店","2007（平成19）年8月6日第5刷","2007（平成19）年8月6日第5刷"
000237,"大町 桂月",048425,"宗吾霊堂",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2020-08-03,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",050039,"多摩川冒険記",旧字旧仮名,"","Ｈ．ＹＡＭ","雪森",公開,2020-03-06,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1922（大正11）年7月9日"
000237,"大町 桂月",048274,"千葉夜行記",旧字旧仮名,"","Ｈ．ＹＡＭ","小林繁雄、門田裕志",公開,2008-09-22,"桂月全集　第二卷　紀行一","興文社内桂月全集刊行會","1922（大正11）年7月9日","1926（大正15）年2月27日第2版"
